1085,6710
904,7763
1462,6184
853,6842
991,6578
1527,6710
1443,7631
945,6578
1245,6842
791,7236
1115,7763
1156,6447
1460,7105
1185,6973
1133,7368
1280,6842
516,7500
1454,6710
1348,6052
666,7500
1194,7763
802,7500
1454,5789
1292,7763
916,6710
1164,7105
963,7368
1273,7105
1201,6973
696,7368
1392,5526
1406,7105
1571,6842
696,6578
1117,5921
1125,6447
802,7631
696,7631
1093,6578
1431,6710
866,7894
1627,6973
1074,7105
1083,6315
1654,6052
945,7763
407,8235
943,7941
994,6764
1306,6764
1040,7647
790,7941
1251,7352
468,6176
798,6764
965,6470
744,7058
592,7352
1091,6176
737,5882
781,7647
740,6470
835,7352
1145,6764
776,8529
601,7941
802,7647
598,7058
1034,7352
687,7352
955,7352
1126,5000
966,7941
1111,6176
847,5882
1194,7352
965,6870
555,7278
562,7414
1025,7278
771,6734
606,7687
664,6938
742,7414
706,7074
880,7414
958,6326
680,6530
923,6870
333,7619
824,6530
1056,6802
612,7142
1115,7210
790,6870
810,7142
1058,7346
898,5850
359,7074
1009,7414
661,7006
729,6870
719,6802
593,7074
650,7142
1102,6326
777,6470
554,7058
1148,7647
1023,6176
289,9117
711,6764
620,7647
824,7647
977,6470
831,6764
601,7647
667,7647
502,7941
814,6764
1047,5588
544,8823
491,7647
730,6764
662,5882
972,7352
851,6470
745,6470
1004,7058
922,6764
686,7058
469,7647
879,7058
691,6764
560,7058
658,7058
167,7288
162,7076
223,6988
184,6980
219,6988
162,7178
158,7222
203,6842
227,7141
196,7127
225,7119
221,7149
176,7207
148,7288
86,7192
218,7229
282,6980
164,6944
170,7076
210,7046
238,7141
280,7017
248,7090
200,6980
179,7061
201,7039
156,6995
160,7105
143,7024
273,7222
1209,6973
963,6842
1077,6842
1231,7236
742,6578
1200,6315
1162,6973
1462,7368
1024,7368
1171,6973
1474,7236
945,7105
1085,7368
1380,6447
553,7500
718,8157
1372,7105
1466,6578
1301,7763
1194,6710
742,7763
718,6184
1043,6578
628,7631
1066,6315
600,7236
997,7763
1162,6973
1611,6973
945,7500
372,6176
706,7352
1047,6764
1010,7647
651,7647
1024,7058
895,7058
773,7058
745,7647
841,7647
725,6176
857,8235
798,7941
683,8235
554,7647
880,6764
535,7647
777,5588
814,7352
721,7058
928,7058
678,7058
795,6176
523,7058
773,6764
1010,7058
948,6470
1027,7352
904,6764
1027,7647
856,6907
483,7236
618,6907
402,6973
720,7039
732,6710
644,7565
633,6973
382,7171
438,7171
660,6513
584,5789
341,6907
409,7105
475,6973
496,7105
733,7039
531,6973
651,7368
472,6578
667,6973
554,6907
415,7368
639,6513
753,7105
621,6447
668,7302
846,7302
718,6447
511,6776
749,7058
1004,7058
928,6470
398,8823
802,8235
678,7058
1035,6176
607,8529
550,6764
1050,6470
943,7647
1133,7647
744,7647
759,7058
711,5882
1176,6176
983,5294
706,7352
721,7647
651,7058
797,6470
683,7058
667,7647
1252,7058
1171,7941
625,6764
948,7352
1230,7647
797,7941
797,6470
804,6578
507,7434
274,7434
621,7039
826,7500
794,6710
632,7105
924,6644
561,7302
386,6644
363,6447
486,7236
620,7171
374,7302
394,7039
576,6250
569,7039
944,7105
604,6973
433,7039
539,7697
581,6381
382,6710
372,7368
612,7105
663,6578
363,7434
764,7236
744,7631
766,6973
1257,6842
669,6578
1359,6710
777,7631
1758,6578
1034,7894
1117,6710
1412,6578
1543,7368
1372,7105
963,6710
1085,7105
1334,7105
553,7368
1200,7631
1117,7105
1000,5921
1032,7368
1209,6842
1107,6710
1236,7236
1392,6842
1032,7236
896,7631
1308,7236
1209,6447
813,5921
997,7105
666,7631
1171,7763
364,6190
594,7006
511,7278
582,6598
558,6870
677,6734
591,7414
624,7210
639,6394
680,7687
880,6734
344,7755
571,7074
754,6734
638,7755
987,6530
795,7006
867,6326
859,7210
678,7142
693,7006
559,6938
606,7278
898,6938
609,6666
473,6666
594,7414
411,7006
756,7823
593,6734
991,6842
933,7631
933,7500
1051,7105
832,6315
856,7105
1185,7631
845,7500
813,8026
1077,8026
894,6447
1412,6710
1201,7105
963,6842
1348,6315
1043,6315
1334,7105
791,6447
997,6842
1164,6710
1562,7500
1066,7631
653,7763
866,6973
1222,7631
1245,6973
1093,6447
853,7631
1231,6842
1117,7368
1231,7236
1162,7368
1462,7105
1117,7105
1000,7763
1192,6710
1339,7105
1514,7500
952,8289
1123,6710
777,6315
1222,6973
757,6973
916,7894
1222,7236
1209,7105
997,7368
963,7500
1164,7236
742,7894
942,6973
1231,6842
894,7368
1436,6447
894,7236
788,5526
979,7236
1162,6842
1133,6842
997,7236
796,8070
1004,7017
925,6666
808,7192
1327,7192
1195,7894
1290,7017
808,7543
999,7368
1181,7192
976,6666
856,6842
954,6666
817,7368
1079,6315
848,7719
1223,6666
1154,6140
917,5964
1133,7368
787,6842
1078,6666
964,7017
905,7192
1377,7192
905,7192
948,6842
723,8245
863,7017
1176,8070
782,7017
919,6666
1241,7017
874,6140
1249,5438
708,7543
1057,6842
919,6842
586,7719
1148,6842
1047,7017
993,7368
1172,5614
1110,6842
1011,7017
919,7017
1353,6140
1205,6315
789,7368
586,7017
1027,7368
744,8245
1340,7017
1201,6666
515,7543
642,8070
597,7192
1128,6666
676,7192
1604,6842
883,7058
749,7352
592,7647
1219,7647
943,5882
592,7647
913,7058
1086,6470
1285,6470
741,5588
718,7058
1168,7352
1197,7058
601,6764
863,6470
475,8235
1070,7352
863,6470
784,8235
832,6470
777,6764
980,7941
725,6764
954,6764
555,7352
518,7352
702,6764
651,7058
530,7352
829,5882
1171,7192
1020,7192
958,6842
839,7719
717,8070
1121,7192
1411,6842
755,7719
1219,7017
1040,6666
1521,5964
954,7192
1095,6491
1193,7368
909,7543
833,7719
849,7017
767,8070
1076,7543
1012,6666
932,6842
862,6666
787,6315
576,7543
954,8070
1045,7017
687,5789
814,7719
1041,8070
887,6842
402,6611
466,6363
400,7190
449,7190
460,7190
370,7190
484,7355
408,6942
452,7438
446,7190
476,6611
558,7190
532,7355
566,7272
612,7272
355,6859
296,7520
621,7190
618,6859
342,6942
438,7190
427,7520
239,6280
630,6859
290,6776
252,7024
570,7520
376,6776
535,7438
301,7438
925,6764
578,7647
892,5588
725,7058
703,7647
879,5000
1108,5588
667,6764
691,7647
568,8529
687,6176
722,8235
895,7647
860,6470
645,8235
1079,7058
934,6764
598,6764
620,8235
913,7352
1007,6470
776,6764
592,6176
762,7352
629,6176
847,7058
802,6764
898,5882
1040,7058
1164,7352
657,6973
456,7039
396,7236
626,7171
553,6776
687,7105
542,7500
433,7500
554,7105
670,7236
536,6578
429,7565
475,6250
496,7434
578,6644
512,6513
718,6447
486,6973
575,6644
422,7434
575,7631
483,7368
366,7434
873,6644
626,6907
445,7500
635,6578
536,7500
765,7565
843,6973
475,7107
518,7107
443,7851
585,6776
525,7024
424,6694
287,7190
456,7355
302,7438
318,7438
407,7107
330,7355
369,7355
454,6776
473,7355
287,7024
332,6694
251,6859
738,7107
214,7107
328,6776
254,7272
251,7190
555,6859
423,7190
456,7190
332,7685
255,7190
302,6776
435,7438
943,6907
1067,6973
931,6644
721,7039
476,6973
721,7500
476,6973
1048,6644
699,7039
546,7302
683,6381
1127,7039
426,7500
882,7434
388,7236
326,7039
742,7302
906,7302
1002,7500
1054,7236
1095,7368
731,6973
687,7105
869,6776
400,6973
683,7039
921,7500
777,7171
542,6776
334,7302
669,7039
388,7631
774,7500
752,6644
476,6381
395,6710
611,7565
537,7434
924,7236
512,6842
1062,7236
896,6776
871,6776
533,7105
1420,6118
817,7039
771,7039
635,6973
653,7368
690,7039
862,6907
895,7236
800,7302
683,7171
553,7500
948,7434
1289,6907
912,7565
1316,7039
766,7631
757,7434
829,7302
879,6973
558,7039
448,6776
936,6842
785,7368
633,6907
711,7171
1035,7302
1183,6644
975,7039
504,7039
1041,6776
1100,7236
628,6842
731,6710
541,7368
778,7105
727,7302
520,7828
952,6907
879,5789
745,6578
592,6973
458,7039
805,6842
1066,6842
537,6842
500,6842
