835,0.6666666666666666
691,0.717391304347826
952,0.7101449275362319
691,0.7681159420289855
851,0.7391304347826086
377,0.7318840579710145
666,0.7318840579710145
1222,0.6521739130434783
955,0.7463768115942029
560,0.6884057971014492
646,0.6521739130434783
928,0.7753623188405797
759,0.7898550724637681
937,0.6159420289855072
498,0.7318840579710145
445,0.7753623188405797
982,0.6739130434782609
678,0.6884057971014492
592,0.717391304347826
1133,0.6956521739130435
795,0.7681159420289855
598,0.7536231884057971
637,0.7101449275362319
1037,0.644927536231884
554,0.7246376811594203
691,0.7463768115942029
904,0.7753623188405797
671,0.6956521739130435
891,0.6666666666666666
877,0.644927536231884
607,7647
847,5882
544,8235
641,6470
898,7352
910,5000
1125,6764
523,7647
601,7941
1425,6176
763,5588
481,7941
651,8235
777,7647
573,7941
831,6764
703,6470
1079,6470
597,7941
601,7941
996,7058
1188,7352
584,7941
892,6176
555,7058
601,7941
977,6176
934,6176
703,6470
377,8235
336,7395
295,7234
328,7459
276,7363
290,7299
332,7009
183,7009
278,7202
260,6784
263,7395
261,7041
299,7331
377,6816
197,7234
285,7009
329,7299
223,7749
314,6816
211,7266
268,6977
282,7427
196,7299
228,7106
204,7363
279,7234
271,6848
292,7202
290,6913
285,7202
329,7202
645,7647
925,5882
474,8823
686,7058
1126,6470
780,6470
245,7352
475,8823
802,7058
555,6764
730,7941
922,7058
658,7058
725,8235
994,5882
824,6470
1076,6470
1021,7352
725,6470
755,7058
994,6764
939,6764
469,6176
703,7941
762,5882
702,6764
706,7647
759,7647
1111,6764
1337,5588
544,7058
579,6764
784,7647
651,7352
607,8235
1128,6176
879,5000
1000,5882
1252,7352
1194,7647
1125,6176
686,7352
808,7941
1075,6764
1101,6764
767,7058
658,6470
845,6470
994,7058
703,7647
737,7941
1088,7058
663,7352
954,7647
1008,6470
414,6764
948,6764
892,7058
895,7058
1217,6470
512,7190
581,6942
657,7603
802,6033
903,6776
431,7603
596,7603
298,6776
648,6776
554,7107
535,6776
794,7438
306,7851
512,8016
537,6363
769,6694
691,7107
607,6528
587,7107
574,6694
566,6859
408,7603
616,6528
752,6942
484,6942
549,7438
527,6776
721,6528
348,7107
560,7438
203,7233
208,7288
218,7417
184,7408
202,7233
151,7205
116,6957
105,7132
174,7178
172,7077
189,7169
123,7077
273,7086
190,7031
247,7040
273,7104
158,7123
193,6939
249,6957
206,7058
145,7242
209,7196
244,7205
116,6966
233,7086
234,7104
258,7077
299,7077
187,7270
117,7215
229,7215
131,7306
195,7270
200,7371
275,7169
204,7068
178,7104
246,7077
171,7104
212,7362
196,7343
204,7343
245,7141
135,7205
196,6911
183,7159
181,7178
226,7022
184,7196
188,7141
222,7454
223,7123
132,7141
223,7261
165,7159
216,7003
226,6966
171,7187
218,7178
126,7233
415,7565
480,7171
438,7500
438,7039
355,6776
427,6842
776,7236
607,6973
669,6710
860,6513
672,7236
813,6118
770,7171
563,6973
612,6907
621,7171
422,7368
589,6973
524,7171
541,6381
713,6842
620,7434
656,7039
708,7565
597,7236
595,7236
536,7039
518,6710
631,7434
536,7236
891,7391
883,6956
535,6449
615,7318
1047,7246
667,7101
625,7608
1314,7028
658,6884
762,7681
629,7463
841,6594
983,6376
934,7318
828,6521
678,7173
773,7463
996,7101
888,7246
1108,6884
1171,6884
525,6811
722,7391
986,6956
851,7536
755,6521
645,7028
879,7173
474,7608
642,7318
339,8245
843,6491
637,8070
465,7192
627,6842
564,6666
461,6842
663,7719
323,7543
745,6666
480,7192
391,6491
644,7192
468,7192
512,5964
576,6666
415,6140
537,6842
465,7368
431,7543
665,6140
699,7894
649,7368
340,7543
589,7017
447,6842
550,7192
501,7543
392,7368
446,7543
728,7719
739,6666
848,7192
668,7894
692,6666
495,7543
667,7543
597,6315
499,8245
329,7719
369,8070
415,7543
679,7017
391,7368
528,6666
522,7368
522,7894
673,6666
587,6842
528,7719
453,6842
674,6842
465,7719
692,6140
507,6315
683,7543
560,7543
428,7543
453,8771
546,6842
722,6666
528,6598
639,7551
710,7619
815,6598
735,7482
764,6938
484,7551
933,7074
704,7006
988,7006
829,6938
326,6666
779,7414
1036,7142
757,7278
562,6802
627,7482
639,7687
609,7210
696,6462
769,7210
636,6326
919,7074
714,6870
1264,6870
988,6598
621,7687
587,7619
977,6190
632,7006
489,7959
578,6666
899,7074
754,7346
429,6734
951,7551
848,6666
591,6870
977,7210
742,7210
857,7006
649,6802
489,6938
1060,7278
574,6394
1065,6598
927,7278
406,7210
575,7619
849,7482
473,7346
674,6938
776,6734
744,7006
779,7551
609,6938
901,6870
1096,6802
470,7278
991,8421
1051,7236
1392,5921
1146,6710
1562,5789
1171,6447
1280,7631
1431,6842
1146,7763
683,7236
952,6578
1154,7105
1133,7763
906,6315
1236,7763
1271,7368
916,6710
856,7368
979,6578
1125,7368
1238,6315
1162,7368
1549,6710
628,6973
1041,6973
733,7368
683,7236
952,6578
813,6842
683,6842
696,7105
1171,7105
1367,6842
952,6973
1236,7894
933,6973
1156,6973
1257,7894
1348,7500
1024,6973
788,6842
963,7500
1085,7236
933,7236
